规范番号,原始番号,系列,候选来源,标题,发行日期,文章日期,表格位置,AsiaMonstr详情页地址,官方证据地址,历史记录位置,访问结果,核查时间,分类,判断理由,建议处理
GHKO-67,GHKO-67,GHKO,asiamonstr; gap,GHKO-67 Tentacle Monster Swallowing Torture Sailor Flare,,"March 27, 2017",,https://www.asiamonstr.com/giga/ghko-67-tentacle-monster-swallowing-torture-sailor-flare-reina-shirogane.html,https://www.giga-web.jp/db_titles/ghko/ghko67/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:15+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKO-69,GHKO-69,GHKO,asiamonstr; gap,GHKO-69 Sailor Troopers modern – Domination Hell,,"April 16, 2017",,https://www.asiamonstr.com/giga/ghko-69-sailor-troopers-modern-domination-hell-yua-imai-airi-seto-ai-tsukimoto-shijimi-kanon-kuga.html,https://www.giga-web.jp/db_titles/ghko/ghko69/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:16+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKO-78,GHKO-78,GHKO,asiamonstr; gap,GHKO-78 Infernal Slave Heroine Camp -Wonder Lady,,"May 4, 2017",,https://www.asiamonstr.com/giga/ghko-78-infernal-slave-heroine-camp-wonder-lady-reina-shirogane.html,https://www.giga-web.jp/db_titles/ghko/ghko78/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:16+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKO-79,GHKO-79,GHKO,asiamonstr; gap,GHKO-79 Sailor Prism Again – Devil Tentacle Pot Hell,,"May 4, 2017",,https://www.asiamonstr.com/giga/ghko-79-sailor-prism-again-devil-tentacle-pot-hell-nagomi-haruna-ayane-harura-mori.html,https://www.giga-web.jp/db_titles/ghko/ghko79/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:16+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKO-91,GHKO-91,GHKO,asiamonstr; gap,GHKO-91 American Comic Heroine-GO！GO！POWER WOMAN,,"June 4, 2017",,https://www.asiamonstr.com/giga/ghko-91-american-comic-heroine-go%ef%bc%81go%ef%bc%81power-woman-yuri-nikaidou.html,https://www.giga-web.jp/db_titles/ghko/ghko91/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:17+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKO-97,GHKO-97,GHKO,asiamonstr; gap,GHKO-97 New Female Combatant Nylon66,,"June 18, 2017",,https://www.asiamonstr.com/giga/ghko-97-new-female-combatant-nylon66.html,https://www.giga-web.jp/db_titles/ghko/ghko97/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:17+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-16,GHKP-16,GHKP,asiamonstr; gap,GHKP-16 Future Ninja Nintector-Beautiful Ninja Pleasure Torture,,"August 3, 2017",,https://www.asiamonstr.com/giga/ghkp-16-future-ninja-nintector-beautiful-ninja-pleasure-torture-natsuko-mishima.html,https://www.giga-web.jp/db_titles/ghkp/ghkp16/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:17+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-31,GHKP-31,GHKP,asiamonstr; gap,GHKP-31 Art Guardian Mio VS Monster Namenba,,"September 11, 2017",,https://www.asiamonstr.com/giga/ghkp-31-art-guardian-mio-vs-monster-namenba-reina-shirogane-rei-tokunaga-ichika-hayano.html,https://www.giga-web.jp/db_titles/ghkp/ghkp31/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:18+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-33,GHKP-33,GHKP,asiamonstr; gap,GHKP-33 Ray Storm Akari Mitani,,"September 29, 2017",,https://www.asiamonstr.com/giga/ghkp-33-ray-storm-akari-mitani.html,https://www.giga-web.jp/db_titles/ghkp/ghkp33/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:18+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-4,GHKP-04,GHKP,asiamonstr; gap,GHKP-04 Freshness Melpure Pure Healing -Pleasure Hell Fallen,,"July 6, 2017",,https://www.asiamonstr.com/giga/ghkp-04-freshness-melpure-pure-healing-pleasure-hell-fallen-to-the-darkness-mia-shizuku.html,https://www.giga-web.jp/db_titles/ghkp/ghkp04/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:18+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-42,GHKP-42,GHKP,asiamonstr; gap,GHKP-42 Cruel Shame Domination Asterios,,"November 4, 2017",,https://www.asiamonstr.com/giga/ghkp-42-cruel-shame-domination-asterios-kaho-shibuya.html,https://www.giga-web.jp/db_titles/ghkp/ghkp42/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:18+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-49,GHKP-49,GHKP,asiamonstr; gap,GHKP-49 Beautiful Witch Girl Rena,,"November 16, 2017",,https://www.asiamonstr.com/giga/ghkp-49-beautiful-witch-girl-rena.html,https://www.giga-web.jp/db_titles/ghkp/ghkp49/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:19+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-57,GHKP-57,GHKP,asiamonstr; gap,GHKP-57 Priestess Fighter Kaguya,,"December 22, 2017",,https://www.asiamonstr.com/giga/ghkp-57-priestess-fighter-kaguya-miyu-saito.html,https://www.giga-web.jp/db_titles/ghkp/ghkp57/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:19+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-58,GHKP-58,GHKP,asiamonstr; gap,"GHKP-58 Wonder Stella Akari Mitani, Rina Utimura",,"December 17, 2017",,https://www.asiamonstr.com/giga/ghkp-58-wonder-stella-akari-mitani-rina-utimura.html,https://www.giga-web.jp/db_titles/ghkp/ghkp58/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:19+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-6,GHKP-06,GHKP,asiamonstr; gap,GHKP-06 Superheroine Domination Hell 31 -Beautiful Witch Girl,,"July 14, 2017",,https://www.asiamonstr.com/giga/ghkp-06-superheroine-domination-hell-31-beautiful-witch-girl-fontaine-kaho-shibuya.html,https://www.giga-web.jp/db_titles/ghkp/ghkp06/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:20+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-60,GHKP-60,GHKP,asiamonstr; gap,GHKP-60 Female Cadre Zora -Hero Insult- Zora’s Birth Story,,"December 25, 2017",,https://www.asiamonstr.com/giga/ghkp-60-female-cadre-zora-hero-insult-zoras-birth-story-sesera-harukawa.html,https://www.giga-web.jp/db_titles/ghkp/ghkp60/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:20+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-66,GHKP-66,GHKP,asiamonstr; gap,GHKP-66 Love Fighter Battler K,,"January 15, 2018",,https://www.asiamonstr.com/giga/ghkp-66-love-fighter-battler-k-kaho-shibuya.html,https://www.giga-web.jp/db_titles/ghkp/ghkp66/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:20+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-74,GHKP-74,GHKP,asiamonstr; gap,GHKP-74 Female Cadre Zora -Hero Insult-,,"January 29, 2018",,https://www.asiamonstr.com/giga/ghkp-74-female-cadre-zora-hero-insult-mai-tamaki.html,https://www.giga-web.jp/db_titles/ghkp/ghkp74/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:21+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-79,GHKP-79,GHKP,asiamonstr; gap,GHKP-79 Tales of Vastinarve -Episode. ZERO-,,"February 11, 2018",,https://www.asiamonstr.com/giga/ghkp-79-tales-of-vastinarve-episode-zero.html,https://www.giga-web.jp/db_titles/ghkp/ghkp79/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:21+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-94,GHKP-94,GHKP,asiamonstr; gap,GHKP-94 Blade Three -Blade Pink Temptation Punishment Ai Tsukimoto,,"March 30, 2018",,https://www.asiamonstr.com/giga/ghkp-94-blade-three-blade-pink-temptation-punishment-ai-tsukimoto.html,https://www.giga-web.jp/db_titles/ghkp/ghkp94/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:21+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKP-98,GHKP-98,GHKP,asiamonstr; gap,GHKP-98 Punishment Princess Blade -Former Female Wrestler,,"March 27, 2018",,https://www.asiamonstr.com/giga/ghkp-98-punishment-princess-blade-former-female-wrestler-executioner-suffers-from-stormy-domination-and-torture-mai-tamaki-naoko-oosako.html,https://www.giga-web.jp/db_titles/ghkp/ghkp98/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:22+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-13,GHKQ-13,GHKQ,asiamonstr; gap,GHKQ-13 Sailor Arutorius -Fierce Battle for Etherium,,"May 24, 2018",,https://www.asiamonstr.com/giga/ghkq-13-sailor-arutorius-fierce-battle-for-etherium-miori-matsushita-kanon-kuga-ruria-ichinose.html,https://www.giga-web.jp/db_titles/ghkq/ghkq13/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:22+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-29,GHKQ-29,GHKQ,asiamonstr; gap; historical-catalog; historical-link-index; history,GHKQ-29 Female Combatant Hunting,2018-07-27,"July 4, 2018",,https://www.asiamonstr.com/giga/ghkq-29-female-combatant-hunting-mirai-haruka-sara-miyabi-koharu-tsukimiya.html,https://www.giga-web.jp/db_titles/ghkq/ghkq29/pac_s.jpg,0f1fe95ab25224f11cfd8fe304a3ed14a4fdd3ec:public/data/catalog.json; 8104579b6cc7411748b1685868af22e5b8d0dd77:public/data/catalog.json; D:\giga-catalog\data.json:video 1212; D:\giga-catalog\links.json:key GHKQ-29; b2f7a3e714bd49d9fa8c262d4460ce09c5286ec0:public/data/catalog.json; b8c1609c6eab57a96d6486d18175d4ee1c52d257:public/data/catalog.json; fb07a3ad9a69a3a57c96eab4405e1d5f45c507ed:public/data/catalog.json,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:22+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-35,GHKQ-35,GHKQ,asiamonstr; gap,GHKQ-35 Illusion Mask,,"July 14, 2018",,https://www.asiamonstr.com/giga/ghkq-35-illusion-mask-reina-shirogane.html,https://www.giga-web.jp/db_titles/ghkq/ghkq35/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:23+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-38,GHKQ-38,GHKQ,asiamonstr; gap,GHKQ-38 Evil Female Cadre Zaroma -Hero Insult- Miori Matsushita,,"August 4, 2018",,https://www.asiamonstr.com/giga/ghkq-38-evil-female-cadre-zaroma-hero-insult-miori-matsushita.html,https://www.giga-web.jp/db_titles/ghkq/ghkq38/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:23+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-4,GHKQ-04,GHKQ,asiamonstr; gap,GHKQ-04 Side Story of Spandexer -ZORA’s Birth Story,,"April 14, 2018",,https://www.asiamonstr.com/giga/ghkq-04-side-story-of-spandexer-zoras-birth-story-reina-shirogane-marie-konishi.html,https://www.giga-web.jp/db_titles/ghkq/ghkq04/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:23+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-42,GHKQ-42,GHKQ,asiamonstr; gap,GHKQ-42 SPANDEXER SUN ANGEL,,"August 26, 2018",,https://www.asiamonstr.com/giga/ghkq-42-spandexer-sun-angel-mao-hamasaki-moe-kurashina.html,https://www.giga-web.jp/db_titles/ghkq/ghkq42/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:24+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-52,GHKQ-52,GHKQ,asiamonstr; gap,GHKQ-52 The Record of Hero Insulted Training -Perfect Queen,,"September 8, 2018",,https://www.asiamonstr.com/giga/ghkq-52-the-record-of-hero-insulted-training-perfect-queen-gerbera-reina-shirogane.html,https://www.giga-web.jp/db_titles/ghkq/ghkq52/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:24+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-54,GHKQ-54,GHKQ,asiamonstr; gap,GHKQ-54 Hermaphrodite Female Low-Ranking Ninja –,,"September 2, 2018",,https://www.asiamonstr.com/giga/ghkq-54-hermaphrodite-female-low-ranking-ninja-perverts-group-pleasure-torture-kanon-kuga-moe-kurashina-rin-hayama.html,https://www.giga-web.jp/db_titles/ghkq/ghkq54/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:24+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-6,GHKQ-06,GHKQ,asiamonstr; gap,GHKQ-06 Hermaphrodite Heroine -Battle Excite Z -Miss. Excellent,,"May 9, 2018",,https://www.asiamonstr.com/giga/ghkq-06-hermaphrodite-heroine-battle-excite-z-miss-excellent-riko-kitagawa-miori-matsushita.html,https://www.giga-web.jp/db_titles/ghkq/ghkq06/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:25+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-60,GHKQ-60,GHKQ,asiamonstr; gap,GHKQ-60 Young Wife Heroine -Red and Pink are a Couple,,"October 8, 2018",,https://www.asiamonstr.com/giga/ghkq-60-young-wife-heroine-red-and-pink-are-a-couple-of-the-battle-force-but-red-has-an-affair-with-their-opponent-female-cadre-yukine-sakuragi-reina-shirogane.html,https://www.giga-web.jp/db_titles/ghkq/ghkq60/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:25+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-70,GHKQ-70,GHKQ,asiamonstr; gap,GHKQ-70 Half Monster Detective Yukihime -Revenge for Parents,,"November 14, 2018",,https://www.asiamonstr.com/giga/ghkq-70-half-monster-detective-yukihime-revenge-for-parents-death-monster-genie-enki-terrible-flame-tor.html,https://www.giga-web.jp/db_titles/ghkq/ghkq70/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:25+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
GHKQ-71,GHKQ-71,GHKQ,asiamonstr; gap,GHKQ-71 Evil Female Cadre VS Hero Battle!,,"November 17, 2018",,https://www.asiamonstr.com/giga/ghkq-71-evil-female-cadre-vs-hero-battle-misato-nonomiya.html,https://www.giga-web.jp/db_titles/ghkq/ghkq71/pac_s.jpg,,not_found_in_complete_directory; official_asset_head_200,2026-09-12T21:44:26+08:00,确认官方下架,完整官网目录扫描未收录；官网域名下对应历史封面仍返回图像，确认该作品曾有官方记录且现已从目录移除（未发现下架公告或原因）,有依据标下架
